country;RAAUC;population;RegularDeaths;2020Deaths;2021Deaths;2022Deaths;EXD2020;EXD2021;EXD2022;RDBP;IDPP2020;IDPP2021;IDPP2022;EDPP2020;EDPP2021;EDPP2022;X;Y
Hong Kong;12.0;7494578.0;47239.8;50666.0;706212.0;4198.380952380952;3426.199999999997;658972.2;-43041.41904761905;6303.196791066822;6760.353951883615;94229.72180688492;560.1891063620864;457.1571608167927;87926.5250158181;-5743.007684704736;100990.07575876854;7.474591716332612e-05
Hungary;52.0;9709786.0;129791.60153256706;140533.43396226416;24919.63636363636;4262.7317073170725;10741.832429697097;-104871.9651689307;-125528.86982524999;13367.091873349944;14473.381180827688;2566.4454771337246;439.0139707834006;1106.2893074777444;-10800.64639621622;-12928.077902566543;17039.826657961414;4.5213557825414545e-05
Iceland;52.0;370335.0;2242.375478927203;2299.7735849056603;1452289.0;13038.0;57.39810597845735;1450046.6245210727;10795.624521072798;6054.992044843731;6209.981732500737;3921554.80848421;35205.96216938718;154.9896876570061;3915499.8164393664;29150.970124543448;3927764.7902167104;0.09506517658170895
Iran;52.0;87923432.0;367181.32413793105;501265.9698113207;39333.0;928.3902439024391;134084.64567338966;-327848.32413793105;-366252.9338940286;4176.1486760199605;5701.1647340076615;447.3551487389619;10.55907649171883;1525.0160579877006;-3728.793527280999;-4165.589599528242;6148.519882746624;1.2009399828385713e-07
Ireland;12.0;4986526.0;30724.4;31981.0;183357.0;836726.2222222222;1256.5999999999985;152632.6;806001.8222222222;6161.483966994256;6413.483054134282;36770.48911406458;167797.42494518674;251.99908714002467;30609.005147070326;161635.9409781925;43183.97216819887;0.03365016545490523
Israel;52.0;9291000.0;44506.819923371644;48611.16981132076;13019.0;41155.2;4104.349887949116;-31487.819923371644;-3351.619923371647;4790.3153507019315;5232.0708009170985;1401.248520073189;4429.577010009686;441.75545021516695;-3389.066830628742;-360.73834069224483;6633.319320990287;0.0004767599838563864
Italy;52.0;59240330.0;643619.1417624521;742581.5849056605;10938.0;512.0;98962.4431432084;-632681.1417624521;-643107.1417624521;10864.543491949691;12535.06833783101;184.63772906059097;8.642760767875533;1670.5248458813176;-10679.9057628891;-10855.900731181817;12719.7060668916;1.4589319080220404e-07
Jamaica;12.0;2827694.0;18304.600000000002;18978.0;39193.0;17804.0;673.3999999999978;20888.399999999998;-500.6000000000022;6473.33127276148;6711.475852762003;13860.410638492001;6296.296558255596;238.14458000052264;7387.07936573052;-177.03471450588438;20571.886491254005;0.0022266541422995543
Japan;12.0;124612530.0;1337896.0;1384544.0;34471.0;8040.190476190476;46648.0;-1303425.0;-1329855.8095238095;10736.448413333716;11110.792791062022;276.6254725748687;64.52152505201906;374.3443777283071;-10459.822940758846;-10671.926888281696;11387.418263636891;5.177771854244437e-07
Jordan;12.0;11148278.0;27525.0;33073.0;36950.0;159369.11627906977;5548.0;9425.0;131844.11627906977;2468.9911751393356;2966.6465080974835;3314.413221485865;14295.402059319813;497.65533295814834;845.4220463465299;11826.410884180477;6281.059729583349;0.0012822968766404831
Kazakhstan;12.0;19196465.0;131461.6;162613.0;268.0;38908.38095238095;31151.399999999994;-131193.6;-92553.21904761906;6848.219190356142;8470.986715522884;13.960903739308252;2026.8513474944968;1622.7675251667426;-6834.258286616833;-4821.367842861644;8484.947619262191;0.00010558461401588765
Kosovo;12.0;1782115.0;8769.2;12987.0;47463.0;23560.5;4217.799999999999;38693.8;14791.3;4920.67010265892;7287.408500573756;26632.961396991777;13220.52729481543;2366.7383979148367;21712.29129433286;8299.85719215651;33920.369897565535;0.0074184479087014196
Kuwait;12.0;4250114.0;6722.199999999999;10569.0;4467.0;44429.767441860466;3846.800000000001;-2255.199999999999;37707.56744186047;1581.6516921663747;2486.7568258169076;1051.0306311783636;10453.782520153685;905.1051336505329;-530.6210609880109;8872.130827987314;3537.787456995271;0.0024596475577252012
Kyrgyzstan;12.0;6527743.0;33546.0;39977.0;2320.0;9693.333333333334;6431.0;-31226.0;-23852.666666666664;5138.989080912039;6124.168797699296;355.4061488021204;1484.9440814893194;985.179716787257;-4783.582932109919;-3654.0449994227197;6479.574946501417;0.0002274820074088884
Latvia;52.0;1873919.0;28380.643678160923;28762.867924528306;224569.0;42048.0;382.2242463673829;196188.3563218391;13667.356321839077;15145.074935555338;15349.045462759226;119839.22464097968;22438.536564280526;203.97052720388814;104694.14970542434;7293.461628725189;135188.2701037389;0.011974122981986161
Lebanon;12.0;5592631.0;25156.800000000003;28392.0;4132.0;175626.23;3235.199999999997;-21024.800000000003;150469.43;4498.204869944039;5076.680367433503;738.8293631387445;31403.14996644692;578.4754974894637;-3759.375506805295;26904.945096502877;5815.5097305722475;0.005615094213518989
Liechtenstein;12.0;39039.0;261.8;319.0;4613.0;657405.6000000001;57.19999999999999;4351.2;657143.8;6706.114398422092;8171.315863623557;118163.88739465662;16839714.132021826;1465.201465201465;111457.77299623453;16833008.017623402;126335.20325828018;431.35618566105245
Lithuania;52.0;2786651.0;40049.36398467433;43485.735849056604;13274.0;442688.0930232558;3436.371864382272;-26775.36398467433;402638.7290385815;14371.862132959719;15605.01686399072;4763.423909201403;158860.25663897482;1233.1547310310018;-9608.438223758314;144488.39450601512;20368.440773192124;0.05700758962603312
Luxembourg;52.0;639321.0;4149.839080459769;4578.943396226416;1094.0;123441.33333333334;429.1043157666463;-3055.8390804597693;119291.49425287357;6491.010119266799;7162.197700726889;1711.1904661351653;193081.93119471023;671.1875814600902;-4779.819653131634;186590.92107544342;8873.388166862054;0.3020109322151317
Macao;12.0;686607.0;2207.7999999999997;2230.0;1089683.0;35133.799999999996;22.200000000000273;1087475.2;32925.99999999999;3215.522125466242;3247.8550320634654;1587054.8945757907;51170.174495745014;32.33290659722413;1583839.3724503245;47954.65237027877;1590302.7496078543;0.07452614741146685
Malaysia;12.0;33573874.0;166386.4;166507.0;45386.0;2688.0;120.60000000000582;-121000.4;-163698.4;4955.829643013493;4959.421721782836;1351.8249338756677;80.062253167448;3.592078769343264;-3604.0047091378256;-4875.767389846044;6311.246655658503;2.3846593683960334e-06
Maldives;12.0;521458.0;1170.8;1275.0;593.0;274622.947368421;104.20000000000005;-577.8;273452.147368421;2245.243145181395;2445.0674838625546;1137.1960924945058;526644.4226925677;199.82433868115945;-1108.0470526868894;524399.1795473865;3582.26357635706;1.0099460027318934
Malta;52.0;526748.0;3534.406130268199;4066.7924528301887;19931.0;1931068.0;532.3863225619898;16396.5938697318;1927533.5938697318;6709.8615092381915;7720.565531962511;37837.82757599459;3666018.6654719147;1010.7040227243194;31127.966066756402;3659308.8039626763;45558.393107957105;6.959720142215851
Martinique;52.0;0.0;3271.6168582375476;3565.4339622641505;9066.909090909092;6600.195121951219;293.8171040266029;5795.292232671544;3328.5782637136717;inf;inf;inf;inf;inf;inf;inf;inf;inf
Mauritius;12.0;1298915.0;10404.4;11060.0;170051.0;474.0;655.6000000000004;159646.6;-9930.4;8010.069942990882;8514.798889842676;130917.72748794187;364.91995242182895;504.72894685179585;122907.65754495098;-7645.149990569052;139432.52637778452;0.0002809421343366032
Mayotte;52.0;0.0;692.735632183908;924.2264150943397;1983.0;265.3333333333333;231.49078291043168;1290.264367816092;-427.4022988505747;inf;inf;inf;inf;inf;inf;-inf;inf;inf
Mexico;52.0;126705138.0;696709.3486590039;1066931.0943396227;34792.0;114322.66666666666;370221.7456806188;-661917.3486590039;-582386.6819923372;5498.666902197793;8420.582710226185;274.5902853600144;902.2733290158025;2921.915808028391;-5224.076616837778;-4596.39357318199;8695.172995586197;7.12104768013277e-06
Moldova;12.0;3061506.0;37822.0;40716.0;28516.0;26746.666666666664;2894.0;-9306.0;-11075.333333333336;12354.05058817458;13299.336992970126;9314.37011719069;8736.441041326283;945.2864047955484;-3039.6804709838884;-3617.609546848295;22613.707110160816;0.002853641652613545
Monaco;12.0;36686.0;527.8;521.0;41894.0;58734.70270270271;-6.7999999999999545;41366.2;58206.902702702704;14386.959603118356;14201.60279125552;1141961.5112031838;1601011.3586300688;-185.35681186283472;1127574.5516000653;1586624.3990269504;1156163.1139944394;43.64093546939075
Mongolia;12.0;3347782.0;16580.6;15922.0;12649.0;21878.048780487807;-658.5999999999985;-3931.5999999999985;5297.448780487808;4952.711974674575;4755.984708681748;3778.322483363612;6535.08764324792;-196.72726599282706;-1174.3894913109632;1582.3756685733445;8534.30719204536;0.0019520648725777007
Montenegro;52.0;627859.0;6461.747126436781;7297.66037735849;26713.199999999997;561555.2558139535;835.9132509217088;20251.452873563216;555093.5086875167;10291.716972181304;11623.087950253943;42546.495311845494;894397.079302763;1331.3709780726385;32254.778339664183;884105.3623305816;54169.58326209944;1.424519007138168
Netherlands;52.0;17501696.0;149924.7662835249;168012.98113207548;53717.0;376038.0;18088.21484855059;-96207.76628352489;226113.2337164751;8566.299305137336;9599.81142010897;3069.245403416903;21485.80343299301;1033.512114971634;-5497.053901720433;12919.504127855673;12669.056823525874;0.00122764122019906
New Caledonia;12.0;287800.0;1549.6;1540.0;263448.60000000003;465250.6666666667;-9.599999999999909;261899.00000000003;463701.0666666667;5384.294649061848;5350.938151494093;915387.7692842253;1616576.3261524206;-33.35649756775507;910003.4746351634;1611192.031503359;920738.7074357194;5.617012947020225
New Zealand;52.0;5129728.0;32676.72030651341;32567.698113207545;879429.0;92551.94;-109.02219330586377;846752.2796934866;59875.21969348659;6370.068804138038;6348.815787739145;171437.74484729016;18042.270467362014;-21.253016398893617;165067.6760431521;11672.201663223974;177786.56063502928;0.0035171982739361646
Nicaragua;12.0;6850540.0;24242.8;33638.0;518700.0;71542.90000000001;9395.2;494457.2;47300.100000000006;3538.815918161196;4910.269847340502;75716.65883273436;10443.395703112457;1371.4539291793058;72177.84291457316;6904.57978495126;80626.92868007485;0.0015244631376668783
North Macedonia;12.0;2103330.0;20267.8;25408.0;124559.0;206191.19999999998;5140.200000000001;104291.2;185923.4;9636.053305948188;12079.892361160637;59219.903676550995;98030.8368159062;2443.8390552124492;49583.850370602806;88394.78350995801;71299.79603771163;0.046607444773718906
Norway;52.0;5403021.0;40595.26436781609;40422.64150943396;32977.0;593864.3999999999;-172.62285838212847;-7618.264367816089;553269.1356321839;7513.438198336836;7481.488876210912;6103.43731775242;109913.3984487567;-31.94932212592334;-1410.0008805844154;102399.96025041988;13584.926193963332;0.020342952294421346
Oman;12.0;4520471.0;8518.6;10589.0;2774.0;8340.0;2070.3999999999996;-5744.6;-178.60000000000036;1884.4496513748238;2342.455022938981;613.6528693580824;1844.9404940325908;458.0053715641577;-1270.7967820167414;-39.50915734223278;2956.1078922970637;0.00040813014706489453
Palestine;12.0;5133392.0;12449.0;14106.0;333028.0;686976.0;1657.0;320579.0;674527.0;2425.1021546766738;2747.8906734572383;64874.8429888074;133824.96407833262;322.7885187805646;62449.740834130724;131399.86192365593;67622.73366226464;0.026069500259931953
Panama;12.0;4351267.0;19319.6;23876.0;2445509.0;647952.1904761905;4556.4000000000015;2426189.4;628632.5904761906;4439.9941442343115;5487.137424570821;562022.2799474269;148911.15403311048;1047.1432803365092;557582.2858031924;144471.1598888762;567509.4173719977;0.034222481413599876
Paraguay;12.0;6703799.0;31681.800000000003;36738.0;5786.0;3261108.5;5056.199999999997;-25895.800000000003;3229426.7;4725.9471830823095;5480.176240367588;863.0927031075961;486456.783683401;754.2290572852792;-3862.8544799747133;481730.8365003187;6343.268943475186;0.0725643450353152
Peru;52.0;33715472.0;152683.9;238746.8150943396;454.0;41737.5;86062.91509433961;-152229.9;-110946.4;4528.600400433368;7081.224165995351;13.465627887398403;1237.933136454385;2552.623765561983;-4515.134772545969;-3290.6672639789826;7094.689793882749;3.671706379950383e-05
Philippines;12.0;113880328.0;586629.6000000001;613936.0;1184.0;173821.33333333334;27306.399999999907;-585445.6000000001;-412808.2666666667;5151.2812643110765;5391.062800591863;10.39687908169706;1526.3508314915755;239.78153628078684;-5140.884385229379;-3624.9304328195008;5401.4596796735605;1.3403112357487902e-05
Poland;52.0;38307726.0;400514.3601532567;476441.6603773585;312.0;;75927.30022410181;-400202.3601532567;;10455.184945022753;12437.221159443357;8.144571149955494;;1982.0362144206058;-10447.040373872796;;12445.365730593316;
Portugal;52.0;10290103.0;110403.77011494253;123383.24528301886;135901.0;;12979.47516807633;25497.229885057473;;10729.121964565615;11990.477187936687;13206.962068309715;;1261.3552233710711;2477.8401037441;;25197.4392562464;
Puerto Rico;52.0;3256028.0;29263.999999999996;31790.64150943396;925.0;;2526.6415094339645;-28338.999999999996;;8987.63769844731;9763.626574904749;284.08846606970206;;775.9888764574398;-8703.549232377609;;10047.715040974452;
Qatar;12.0;2688235.0;2308.6;2627.0;24292.0;;318.4000000000001;21983.4;;858.7790873937731;977.2211134815223;9036.41236722236;;118.44202608774906;8177.633279828588;;10013.633480703882;
Romania;52.0;19328560.0;260476.56704980842;295739.69811320753;72520.0;;35263.13106339911;-187956.56704980842;;13476.253122312704;15300.658616741626;3751.960828949492;;1824.4054944289232;-9724.29229336321;;19052.619445691118;
Russia;12.0;145102755.0;1850579.6400000001;2138585.9;23088.0;;288006.2599999998;-1827491.6400000001;;12753.580316238655;14738.423815591923;159.11482866055852;;1984.8434993532671;-12594.465487578096;;14897.538644252481;
Réunion;52.0;0.0;4808.704980842912;5155.8490566037735;706615.0;;347.1440757608616;701806.2950191571;;inf;inf;inf;;inf;inf;;inf;
Saint Kitts and Nevis;12.0;47606.0;387.0;377.0;316897.0;;-10.0;316510.0;;8129.227408309876;7919.169852539597;6656660.925093475;;-210.05755577028106;6648531.697685166;;6664580.094946016;
Saint Vincent and the Grenadines;12.0;104332.0;944.8;1049.0;447878.0;;104.20000000000005;446933.2;;9055.7067821953;10054.441590307864;4292815.243645286;;998.7348081125641;4283759.5368630905;;4302869.6852355935;
San Marino;12.0;33746.0;252.2;343.0;91511.1;;90.80000000000001;91258.90000000001;;7473.478338173412;10164.167605049488;2711761.3939429857;;2690.6892668760747;2704287.9156048126;;2721925.561548035;
Serbia;12.0;6871547.0;102269.40000000001;116850.0;70627.0;;14580.599999999991;-31642.40000000001;;14883.024157442278;17004.90442690707;10278.180444665517;;2121.8802694647934;-4604.84371277676;;27283.084871572588;
